,impedance_key,zCombo,transferFunc,transferFunc_latex,valid,fType,parameters,filterOrder,denom_order,numer_order
89,Z1_Z4_ZL,"(R_1, oo, oo, (C_4*L_4*R_4*s**2 + L_4*s + R_4)/(C_4*L_4*s**2 + 1), oo, R_L*(C_L*L_L*s**2 + 1)/(C_L*L_L*s**2 + C_L*R_L*s + 1))",(C_4*C_L*L_4*L_L*R_1*R_4*R_L*g_m*s**4 + C_L*L_4*L_L*R_1*R_L*g_m*s**3 + L_4*R_1*R_L*g_m*s + R_1*R_4*R_L*g_m + s**2*(C_4*L_4*R_1*R_4*R_L*g_m + C_L*L_L*R_1*R_4*R_L*g_m))/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s**4*(C_4*C_L*L_4*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_4*L_L*R_1*R_L*g_m + C_4*C_L*L_4*L_L*R_4 + 2*C_4*C_L*L_4*L_L*R_L) + s**3*(C_4*C_L*L_4*R_1*R_4*R_L*g_m + C_4*C_L*L_4*R_4*R_L + C_L*L_4*L_L*R_1*g_m + C_L*L_4*L_L) + s**2*(C_4*L_4*R_1*R_4*g_m + 2*C_4*L_4*R_1*R_L*g_m + C_4*L_4*R_4 + 2*C_4*L_4*R_L + C_L*L_4*R_1*R_L*g_m + C_L*L_4*R_L + C_L*L_L*R_1*R_4*g_m + 2*C_L*L_L*R_1*R_L*g_m + C_L*L_L*R_4 + 2*C_L*L_L*R_L) + s*(C_L*R_1*R_4*R_L*g_m + C_L*R_4*R_L + L_4*R_1*g_m + L_4)),\frac{C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} R_{L} g_{m} s^{4} + C_{L} L_{4} L_{L} R_{1} R_{L} g_{m} s^{3} + L_{4} R_{1} R_{L} g_{m} s + R_{1} R_{4} R_{L} g_{m} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{L} L_{L} R_{1} R_{4} R_{L} g_{m}\right)}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s^{4} \left(C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{4} L_{L} R_{1} R_{L} g_{m} + C_{4} C_{L} L_{4} L_{L} R_{4} + 2 C_{4} C_{L} L_{4} L_{L} R_{L}\right) + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{4} C_{L} L_{4} R_{4} R_{L} + C_{L} L_{4} L_{L} R_{1} g_{m} + C_{L} L_{4} L_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} R_{1} R_{L} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{4} R_{L} + C_{L} L_{4} R_{1} R_{L} g_{m} + C_{L} L_{4} R_{L} + C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{L} L_{L} R_{1} R_{L} g_{m} + C_{L} L_{L} R_{4} + 2 C_{L} L_{L} R_{L}\right) + s \left(C_{L} R_{1} R_{4} R_{L} g_{m} + C_{L} R_{4} R_{L} + L_{4} R_{1} g_{m} + L_{4}\right)},False,X-INVALID-ORDER,,BiQuad,4,4
90,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, R_L)",(C_4*L_4*R_1*R_4*R_L*g_m*s**2 + R_1*R_4*R_L*g_m)/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s**2*(C_4*L_4*R_1*R_4*g_m + 2*C_4*L_4*R_1*R_L*g_m + C_4*L_4*R_4 + 2*C_4*L_4*R_L) + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L)),\frac{C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} s^{2} + R_{1} R_{4} R_{L} g_{m}}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} R_{1} R_{L} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{4} R_{L}\right) + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L}\right)},True,BS,"{'Q': (sqrt(L_4)*R_4 + 2*sqrt(L_4)*R_L)/(2*sqrt(C_4)*R_4*R_L), 'wo': 1/(sqrt(C_4)*sqrt(L_4)), 'bandwidth': 2*R_4*R_L/(sqrt(L_4)*(sqrt(L_4)*R_4 + 2*sqrt(L_4)*R_L)), 'K_LP': R_1*R_4*R_L*g_m/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L), 'K_HP': R_1*R_4*R_L*g_m/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L), 'K_BP': 0, 'Qz': None, 'Wz': 1/(sqrt(C_4)*sqrt(L_4))}",BiQuad,2,2
91,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, 1/(C_L*s))",(C_4*L_4*R_1*R_4*g_m*s**2 + R_1*R_4*g_m)/(2*R_1*g_m + s**3*(C_4*C_L*L_4*R_1*R_4*g_m + C_4*C_L*L_4*R_4) + s**2*(2*C_4*L_4*R_1*g_m + 2*C_4*L_4) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + C_L*R_4) + 2),\frac{C_{4} L_{4} R_{1} R_{4} g_{m} s^{2} + R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} g_{m} + C_{4} C_{L} L_{4} R_{4}\right) + s^{2} \left(2 C_{4} L_{4} R_{1} g_{m} + 2 C_{4} L_{4}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + C_{L} R_{4}\right) + 2},False,X-INVALID-ORDER,,BiQuad,3,2
92,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, R_L/(C_L*R_L*s + 1))",(C_4*L_4*R_1*R_4*R_L*g_m*s**2 + R_1*R_4*R_L*g_m)/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s**3*(C_4*C_L*L_4*R_1*R_4*R_L*g_m + C_4*C_L*L_4*R_4*R_L) + s**2*(C_4*L_4*R_1*R_4*g_m + 2*C_4*L_4*R_1*R_L*g_m + C_4*L_4*R_4 + 2*C_4*L_4*R_L) + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L + C_L*R_1*R_4*R_L*g_m + C_L*R_4*R_L)),\frac{C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} s^{2} + R_{1} R_{4} R_{L} g_{m}}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{4} C_{L} L_{4} R_{4} R_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} R_{1} R_{L} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{4} R_{L}\right) + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L} + C_{L} R_{1} R_{4} R_{L} g_{m} + C_{L} R_{4} R_{L}\right)},False,X-INVALID-ORDER,,BiQuad,3,2
93,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, R_L + 1/(C_L*s))",(C_4*C_L*L_4*R_1*R_4*R_L*g_m*s**3 + C_4*L_4*R_1*R_4*g_m*s**2 + C_L*R_1*R_4*R_L*g_m*s + R_1*R_4*g_m)/(2*R_1*g_m + s**3*(C_4*C_L*L_4*R_1*R_4*g_m + 2*C_4*C_L*L_4*R_1*R_L*g_m + C_4*C_L*L_4*R_4 + 2*C_4*C_L*L_4*R_L) + s**2*(2*C_4*C_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*R_4*R_L + 2*C_4*L_4*R_1*g_m + 2*C_4*L_4) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + 2*C_L*R_1*R_L*g_m + C_L*R_4 + 2*C_L*R_L) + 2),\frac{C_{4} C_{L} L_{4} R_{1} R_{4} R_{L} g_{m} s^{3} + C_{4} L_{4} R_{1} R_{4} g_{m} s^{2} + C_{L} R_{1} R_{4} R_{L} g_{m} s + R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{4} R_{1} R_{L} g_{m} + C_{4} C_{L} L_{4} R_{4} + 2 C_{4} C_{L} L_{4} R_{L}\right) + s^{2} \left(2 C_{4} C_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} R_{4} R_{L} + 2 C_{4} L_{4} R_{1} g_{m} + 2 C_{4} L_{4}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + 2 C_{L} R_{1} R_{L} g_{m} + C_{L} R_{4} + 2 C_{L} R_{L}\right) + 2},False,X-INVALID-ORDER,,BiQuad,3,3
94,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, L_L*s + 1/(C_L*s))",(C_4*C_L*L_4*L_L*R_1*R_4*g_m*s**4 + R_1*R_4*g_m + s**2*(C_4*L_4*R_1*R_4*g_m + C_L*L_L*R_1*R_4*g_m))/(2*R_1*g_m + s**4*(2*C_4*C_L*L_4*L_L*R_1*g_m + 2*C_4*C_L*L_4*L_L) + s**3*(C_4*C_L*L_4*R_1*R_4*g_m + C_4*C_L*L_4*R_4 + 2*C_4*C_L*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_L*R_4) + s**2*(2*C_4*L_4*R_1*g_m + 2*C_4*L_4 + 2*C_L*L_L*R_1*g_m + 2*C_L*L_L) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + C_L*R_4) + 2),\frac{C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} s^{4} + R_{1} R_{4} g_{m} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + C_{L} L_{L} R_{1} R_{4} g_{m}\right)}{2 R_{1} g_{m} + s^{4} \left(2 C_{4} C_{L} L_{4} L_{L} R_{1} g_{m} + 2 C_{4} C_{L} L_{4} L_{L}\right) + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} g_{m} + C_{4} C_{L} L_{4} R_{4} + 2 C_{4} C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{L} R_{4}\right) + s^{2} \left(2 C_{4} L_{4} R_{1} g_{m} + 2 C_{4} L_{4} + 2 C_{L} L_{L} R_{1} g_{m} + 2 C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + C_{L} R_{4}\right) + 2},False,X-INVALID-ORDER,,BiQuad,4,4
95,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, L_L*s/(C_L*L_L*s**2 + 1))",(C_4*L_4*L_L*R_1*R_4*g_m*s**3 + L_L*R_1*R_4*g_m*s)/(R_1*R_4*g_m + R_4 + s**4*(C_4*C_L*L_4*L_L*R_1*R_4*g_m + C_4*C_L*L_4*L_L*R_4) + s**3*(2*C_4*L_4*L_L*R_1*g_m + 2*C_4*L_4*L_L) + s**2*(C_4*L_4*R_1*R_4*g_m + C_4*L_4*R_4 + 2*C_4*L_L*R_1*R_4*g_m + 2*C_4*L_L*R_4 + C_L*L_L*R_1*R_4*g_m + C_L*L_L*R_4) + s*(2*L_L*R_1*g_m + 2*L_L)),\frac{C_{4} L_{4} L_{L} R_{1} R_{4} g_{m} s^{3} + L_{L} R_{1} R_{4} g_{m} s}{R_{1} R_{4} g_{m} + R_{4} + s^{4} \left(C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} + C_{4} C_{L} L_{4} L_{L} R_{4}\right) + s^{3} \left(2 C_{4} L_{4} L_{L} R_{1} g_{m} + 2 C_{4} L_{4} L_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} L_{L} R_{4} + C_{L} L_{L} R_{1} R_{4} g_{m} + C_{L} L_{L} R_{4}\right) + s \left(2 L_{L} R_{1} g_{m} + 2 L_{L}\right)},False,X-INVALID-ORDER,,BiQuad,4,3
96,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, L_L*s + R_L + 1/(C_L*s))",(C_4*C_L*L_4*L_L*R_1*R_4*g_m*s**4 + C_4*C_L*L_4*R_1*R_4*R_L*g_m*s**3 + C_L*R_1*R_4*R_L*g_m*s + R_1*R_4*g_m + s**2*(C_4*L_4*R_1*R_4*g_m + C_L*L_L*R_1*R_4*g_m))/(2*R_1*g_m + s**4*(2*C_4*C_L*L_4*L_L*R_1*g_m + 2*C_4*C_L*L_4*L_L) + s**3*(C_4*C_L*L_4*R_1*R_4*g_m + 2*C_4*C_L*L_4*R_1*R_L*g_m + C_4*C_L*L_4*R_4 + 2*C_4*C_L*L_4*R_L + 2*C_4*C_L*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_L*R_4) + s**2*(2*C_4*C_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*R_4*R_L + 2*C_4*L_4*R_1*g_m + 2*C_4*L_4 + 2*C_L*L_L*R_1*g_m + 2*C_L*L_L) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + 2*C_L*R_1*R_L*g_m + C_L*R_4 + 2*C_L*R_L) + 2),\frac{C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} s^{4} + C_{4} C_{L} L_{4} R_{1} R_{4} R_{L} g_{m} s^{3} + C_{L} R_{1} R_{4} R_{L} g_{m} s + R_{1} R_{4} g_{m} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + C_{L} L_{L} R_{1} R_{4} g_{m}\right)}{2 R_{1} g_{m} + s^{4} \left(2 C_{4} C_{L} L_{4} L_{L} R_{1} g_{m} + 2 C_{4} C_{L} L_{4} L_{L}\right) + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{4} R_{1} R_{L} g_{m} + C_{4} C_{L} L_{4} R_{4} + 2 C_{4} C_{L} L_{4} R_{L} + 2 C_{4} C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{L} R_{4}\right) + s^{2} \left(2 C_{4} C_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} R_{4} R_{L} + 2 C_{4} L_{4} R_{1} g_{m} + 2 C_{4} L_{4} + 2 C_{L} L_{L} R_{1} g_{m} + 2 C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + 2 C_{L} R_{1} R_{L} g_{m} + C_{L} R_{4} + 2 C_{L} R_{L}\right) + 2},False,X-INVALID-ORDER,,BiQuad,4,4
97,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, L_L*R_L*s/(C_L*L_L*R_L*s**2 + L_L*s + R_L))",(C_4*L_4*L_L*R_1*R_4*R_L*g_m*s**3 + L_L*R_1*R_4*R_L*g_m*s)/(R_1*R_4*R_L*g_m + R_4*R_L + s**4*(C_4*C_L*L_4*L_L*R_1*R_4*R_L*g_m + C_4*C_L*L_4*L_L*R_4*R_L) + s**3*(C_4*L_4*L_L*R_1*R_4*g_m + 2*C_4*L_4*L_L*R_1*R_L*g_m + C_4*L_4*L_L*R_4 + 2*C_4*L_4*L_L*R_L) + s**2*(C_4*L_4*R_1*R_4*R_L*g_m + C_4*L_4*R_4*R_L + 2*C_4*L_L*R_1*R_4*R_L*g_m + 2*C_4*L_L*R_4*R_L + C_L*L_L*R_1*R_4*R_L*g_m + C_L*L_L*R_4*R_L) + s*(L_L*R_1*R_4*g_m + 2*L_L*R_1*R_L*g_m + L_L*R_4 + 2*L_L*R_L)),\frac{C_{4} L_{4} L_{L} R_{1} R_{4} R_{L} g_{m} s^{3} + L_{L} R_{1} R_{4} R_{L} g_{m} s}{R_{1} R_{4} R_{L} g_{m} + R_{4} R_{L} + s^{4} \left(C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} R_{L} g_{m} + C_{4} C_{L} L_{4} L_{L} R_{4} R_{L}\right) + s^{3} \left(C_{4} L_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} L_{L} R_{1} R_{L} g_{m} + C_{4} L_{4} L_{L} R_{4} + 2 C_{4} L_{4} L_{L} R_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{4} L_{4} R_{4} R_{L} + 2 C_{4} L_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} L_{L} R_{4} R_{L} + C_{L} L_{L} R_{1} R_{4} R_{L} g_{m} + C_{L} L_{L} R_{4} R_{L}\right) + s \left(L_{L} R_{1} R_{4} g_{m} + 2 L_{L} R_{1} R_{L} g_{m} + L_{L} R_{4} + 2 L_{L} R_{L}\right)},False,X-INVALID-ORDER,,BiQuad,4,3
98,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, (C_L*L_L*R_L*s**2 + L_L*s + R_L)/(C_L*L_L*s**2 + 1))",(C_4*C_L*L_4*L_L*R_1*R_4*R_L*g_m*s**4 + C_4*L_4*L_L*R_1*R_4*g_m*s**3 + L_L*R_1*R_4*g_m*s + R_1*R_4*R_L*g_m + s**2*(C_4*L_4*R_1*R_4*R_L*g_m + C_L*L_L*R_1*R_4*R_L*g_m))/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s**4*(C_4*C_L*L_4*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_4*L_L*R_1*R_L*g_m + C_4*C_L*L_4*L_L*R_4 + 2*C_4*C_L*L_4*L_L*R_L) + s**3*(2*C_4*C_L*L_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*L_L*R_4*R_L + 2*C_4*L_4*L_L*R_1*g_m + 2*C_4*L_4*L_L) + s**2*(C_4*L_4*R_1*R_4*g_m + 2*C_4*L_4*R_1*R_L*g_m + C_4*L_4*R_4 + 2*C_4*L_4*R_L + 2*C_4*L_L*R_1*R_4*g_m + 2*C_4*L_L*R_4 + C_L*L_L*R_1*R_4*g_m + 2*C_L*L_L*R_1*R_L*g_m + C_L*L_L*R_4 + 2*C_L*L_L*R_L) + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L + 2*L_L*R_1*g_m + 2*L_L)),\frac{C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} R_{L} g_{m} s^{4} + C_{4} L_{4} L_{L} R_{1} R_{4} g_{m} s^{3} + L_{L} R_{1} R_{4} g_{m} s + R_{1} R_{4} R_{L} g_{m} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{L} L_{L} R_{1} R_{4} R_{L} g_{m}\right)}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s^{4} \left(C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{4} L_{L} R_{1} R_{L} g_{m} + C_{4} C_{L} L_{4} L_{L} R_{4} + 2 C_{4} C_{L} L_{4} L_{L} R_{L}\right) + s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} L_{L} R_{4} R_{L} + 2 C_{4} L_{4} L_{L} R_{1} g_{m} + 2 C_{4} L_{4} L_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} R_{1} R_{L} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{4} R_{L} + 2 C_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} L_{L} R_{4} + C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{L} L_{L} R_{1} R_{L} g_{m} + C_{L} L_{L} R_{4} + 2 C_{L} L_{L} R_{L}\right) + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L} + 2 L_{L} R_{1} g_{m} + 2 L_{L}\right)},False,X-INVALID-ORDER,,BiQuad,4,4
99,Z1_Z4_ZL,"(R_1, oo, oo, R_4*(C_4*L_4*s**2 + 1)/(C_4*L_4*s**2 + C_4*R_4*s + 1), oo, R_L*(C_L*L_L*s**2 + 1)/(C_L*L_L*s**2 + C_L*R_L*s + 1))",(C_4*C_L*L_4*L_L*R_1*R_4*R_L*g_m*s**4 + R_1*R_4*R_L*g_m + s**2*(C_4*L_4*R_1*R_4*R_L*g_m + C_L*L_L*R_1*R_4*R_L*g_m))/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s**4*(C_4*C_L*L_4*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_4*L_L*R_1*R_L*g_m + C_4*C_L*L_4*L_L*R_4 + 2*C_4*C_L*L_4*L_L*R_L) + s**3*(C_4*C_L*L_4*R_1*R_4*R_L*g_m + C_4*C_L*L_4*R_4*R_L + 2*C_4*C_L*L_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*L_L*R_4*R_L) + s**2*(C_4*L_4*R_1*R_4*g_m + 2*C_4*L_4*R_1*R_L*g_m + C_4*L_4*R_4 + 2*C_4*L_4*R_L + C_L*L_L*R_1*R_4*g_m + 2*C_L*L_L*R_1*R_L*g_m + C_L*L_L*R_4 + 2*C_L*L_L*R_L) + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L + C_L*R_1*R_4*R_L*g_m + C_L*R_4*R_L)),\frac{C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} R_{L} g_{m} s^{4} + R_{1} R_{4} R_{L} g_{m} + s^{2} \left(C_{4} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{L} L_{L} R_{1} R_{4} R_{L} g_{m}\right)}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s^{4} \left(C_{4} C_{L} L_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{4} L_{L} R_{1} R_{L} g_{m} + C_{4} C_{L} L_{4} L_{L} R_{4} + 2 C_{4} C_{L} L_{4} L_{L} R_{L}\right) + s^{3} \left(C_{4} C_{L} L_{4} R_{1} R_{4} R_{L} g_{m} + C_{4} C_{L} L_{4} R_{4} R_{L} + 2 C_{4} C_{L} L_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} L_{L} R_{4} R_{L}\right) + s^{2} \left(C_{4} L_{4} R_{1} R_{4} g_{m} + 2 C_{4} L_{4} R_{1} R_{L} g_{m} + C_{4} L_{4} R_{4} + 2 C_{4} L_{4} R_{L} + C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{L} L_{L} R_{1} R_{L} g_{m} + C_{L} L_{L} R_{4} + 2 C_{L} L_{L} R_{L}\right) + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L} + C_{L} R_{1} R_{4} R_{L} g_{m} + C_{L} R_{4} R_{L}\right)},False,X-INVALID-ORDER,,BiQuad,4,4
100,Z1_Z4_ZL,"(L_1*s, oo, oo, R_4, oo, R_L)",L_1*R_4*R_L*g_m*s/(R_4 + 2*R_L + s*(L_1*R_4*g_m + 2*L_1*R_L*g_m)),\frac{L_{1} R_{4} R_{L} g_{m} s}{R_{4} + 2 R_{L} + s \left(L_{1} R_{4} g_{m} + 2 L_{1} R_{L} g_{m}\right)},False,X-INVALID-ORDER,,BiQuad,1,1
101,Z1_Z4_ZL,"(L_1*s, oo, oo, R_4, oo, 1/(C_L*s))",L_1*R_4*g_m*s/(C_L*L_1*R_4*g_m*s**2 + s*(C_L*R_4 + 2*L_1*g_m) + 2),\frac{L_{1} R_{4} g_{m} s}{C_{L} L_{1} R_{4} g_{m} s^{2} + s \left(C_{L} R_{4} + 2 L_{1} g_{m}\right) + 2},True,BP,"{'Q': sqrt(2)*sqrt(C_L)*sqrt(L_1)*sqrt(R_4)*g_m*sqrt(1/g_m)/(C_L*R_4 + 2*L_1*g_m), 'wo': sqrt(2)*sqrt(1/g_m)/(sqrt(C_L)*sqrt(L_1)*sqrt(R_4)), 'bandwidth': (C_L*R_4 + 2*L_1*g_m)/(C_L*L_1*R_4*g_m), 'K_LP': 0, 'K_HP': 0, 'K_BP': L_1*R_4*g_m/(C_L*R_4 + 2*L_1*g_m), 'Qz': None, 'Wz': None}",BiQuad,2,1
102,Z1_Z4_ZL,"(L_1*s, oo, oo, R_4, oo, R_L/(C_L*R_L*s + 1))",L_1*R_4*R_L*g_m*s/(C_L*L_1*R_4*R_L*g_m*s**2 + R_4 + 2*R_L + s*(C_L*R_4*R_L + L_1*R_4*g_m + 2*L_1*R_L*g_m)),\frac{L_{1} R_{4} R_{L} g_{m} s}{C_{L} L_{1} R_{4} R_{L} g_{m} s^{2} + R_{4} + 2 R_{L} + s \left(C_{L} R_{4} R_{L} + L_{1} R_{4} g_{m} + 2 L_{1} R_{L} g_{m}\right)},True,BP,"{'Q': sqrt(C_L)*sqrt(L_1)*sqrt(R_4)*sqrt(R_L)*g_m*sqrt(R_4 + 2*R_L)*sqrt(1/g_m)/(C_L*R_4*R_L + L_1*R_4*g_m + 2*L_1*R_L*g_m), 'wo': sqrt(R_4 + 2*R_L)*sqrt(1/g_m)/(sqrt(C_L)*sqrt(L_1)*sqrt(R_4)*sqrt(R_L)), 'bandwidth': (C_L*R_4*R_L + L_1*R_4*g_m + 2*L_1*R_L*g_m)/(C_L*L_1*R_4*R_L*g_m), 'K_LP': 0, 'K_HP': 0, 'K_BP': L_1*R_4*R_L*g_m/(C_L*R_4*R_L + L_1*R_4*g_m + 2*L_1*R_L*g_m), 'Qz': None, 'Wz': None}",BiQuad,2,1
